LH,LS,LV,UH,US,UV,img_masked_id,img_raw_id,Hue
0,142,0,255,255,255,imgmsk_46.jpg,imgraw_46.jpg,42.5900068823
0,107,0,66,255,255,imgmsk_47.jpg,imgraw_47.jpg,43.6221054111
0,119,0,252,255,255,imgmsk_48.jpg,imgraw_48.jpg,36.8819447738
0,149,0,255,255,255,imgmsk_49.jpg,imgraw_49.jpg,39.7899344186
0,98,0,255,255,255,imgmsk_50.jpg,imgraw_50.jpg,39.6798223144
0,116,0,255,255,255,imgmsk_51.jpg,imgraw_51.jpg,42.5555624622
0,84,0,56,255,255,imgmsk_52.jpg,imgraw_52.jpg,38.43503259
0,96,0,65,255,255,imgmsk_53.jpg,imgraw_53.jpg,38.0321691795
0,125,0,255,255,255,imgmsk_54.jpg,imgraw_54.jpg,39.8446683894
0,76,0,83,255,255,imgmsk_55.jpg,imgraw_55.jpg,40.1262240944
0,62,0,68,255,255,imgmsk_56.jpg,imgraw_56.jpg,39.6809110856
0,118,0,255,255,255,imgmsk_57.jpg,imgraw_57.jpg,38.0791309718
0,84,0,84,255,255,imgmsk_58.jpg,imgraw_58.jpg,40.0699830228
0,63,0,80,255,255,imgmsk_59.jpg,imgraw_59.jpg,39.0012721175
0,105,0,68,255,255,imgmsk_60.jpg,imgraw_60.jpg,41.1219804826
0,104,0,77,255,255,imgmsk_61.jpg,imgraw_61.jpg,34.9729986139
0,105,0,61,255,255,imgmsk_62.jpg,imgraw_62.jpg,40.2859559071
0,86,0,60,255,255,imgmsk_63.jpg,imgraw_63.jpg,37.1044654674
0,126,0,255,255,255,imgmsk_64.jpg,imgraw_64.jpg,39.3913426687
0,132,0,255,255,255,imgmsk_65.jpg,imgraw_65.jpg,43.5934400294
0,114,0,255,255,255,imgmsk_66.jpg,imgraw_66.jpg,31.5837457484
0,106,0,255,255,255,imgmsk_67.jpg,imgraw_67.jpg,29.8624322581
0,137,0,255,255,255,imgmsk_68.jpg,imgraw_68.jpg,33.2575823126
0,137,0,255,255,255,imgmsk_69.jpg,imgraw_69.jpg,34.8649486243
0,141,0,255,255,255,imgmsk_70.jpg,imgraw_70.jpg,34.576584231
0,128,0,255,255,255,imgmsk_71.jpg,imgraw_71.jpg,34.0569622245
0,128,0,255,255,255,imgmsk_72.jpg,imgraw_72.jpg,34.3699023104
0,123,0,255,255,255,imgmsk_73.jpg,imgraw_73.jpg,29.7999629548
0,145,0,255,255,255,imgmsk_74.jpg,imgraw_74.jpg,30.9785635252
0,145,0,255,255,255,imgmsk_75.jpg,imgraw_75.jpg,34.145521794
0,168,0,255,255,255,imgmsk_76.jpg,imgraw_76.jpg,33.8441228114
0,138,0,255,255,255,imgmsk_77.jpg,imgraw_77.jpg,41.8179830172
0,145,0,255,255,255,imgmsk_78.jpg,imgraw_78.jpg,36.5683793307
0,83,0,255,255,255,imgmsk_79.jpg,imgraw_79.jpg,39.1722451168
0,142,0,255,255,255,imgmsk_80.jpg,imgraw_80.jpg,32.3432519211
0,116,0,255,255,255,imgmsk_81.jpg,imgraw_81.jpg,35.2771922964
0,157,0,255,255,255,imgmsk_82.jpg,imgraw_82.jpg,33.1291945978
0,145,0,255,255,255,imgmsk_83.jpg,imgraw_83.jpg,28.3544284718
0,145,0,255,255,255,imgmsk_84.jpg,imgraw_84.jpg,29.2199355804
0,109,0,255,255,255,imgmsk_85.jpg,imgraw_85.jpg,36.8433093561
0,139,0,255,255,255,imgmsk_86.jpg,imgraw_86.jpg,32.3093620142
0,117,0,255,255,255,imgmsk_87.jpg,imgraw_87.jpg,33.9030316019
0,129,0,255,255,255,imgmsk_88.jpg,imgraw_88.jpg,26.7068461691
0,129,0,255,255,255,imgmsk_89.jpg,imgraw_89.jpg,32.993354058
0,106,0,255,255,255,imgmsk_90.jpg,imgraw_90.jpg,40.9351349568
0,113,0,255,255,255,imgmsk_91.jpg,imgraw_91.jpg,43.601261645
0,115,0,255,255,255,imgmsk_92.jpg,imgraw_92.jpg,39.7912243349
0,101,0,255,255,255,imgmsk_93.jpg,imgraw_93.jpg,36.9913814461
0,97,0,47,255,255,imgmsk_94.jpg,imgraw_94.jpg,38.0963463208
0,173,0,53,255,255,imgmsk_95.jpg,imgraw_95.jpg,32.4871298238
0,129,0,53,255,255,imgmsk_96.jpg,imgraw_96.jpg,35.8401462004
